sentence_idx,original_sentence,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
90,"Both wearing white, untucked, long-sleeved shirts.","Both carrying black, folded, short-handled umbrellas.","Both riding red, rusty, single-speed bicycles.","Both reading thick, dusty, hardcover novels.","Both eating spicy, steaming, bowl-shaped noodles.","Both wearing blue, patched, wide-brimmed hats.","Both holding green, cracked, palm-sized avocados.","Both painting gray, peeling, three-story houses.","Both chasing brown, frightened, long-tailed squirrels.","Both singing soft, haunting, minor-key ballads.","Both planting bright, fragrant, five-petaled roses."
91,"Boy, I'm taking a deep breath.","Girl, I'm slicing a ripe mango.","Dad, I'm chasing a stray kitten.","Sam, I'm fixing a broken chair.","Liz, I'm painting a bright mural.","Max, I'm brewing a strong coffee.","Amy, I'm planting a young orchid.","Tom, I'm testing a new gadget.","Kim, I'm writing a short poem.","Jay, I'm tuning a vintage guitar.","Ana, I'm folding a clean towel."
92,Bright lights shining in my eyes.,Loud drums pounding near my ears.,Sharp knives glinting beside my plate.,Cold winds blowing across my yard.,Sweet aromas drifting into my kitchen.,Heavy boxes resting on my porch.,Wild horses galloping past my gate.,Fresh paint dripping onto my floor.,Hot sparks flying toward my tent.,Silver coins jingling inside my pocket.,Dark clouds gathering above my roof.
93,Bullets began to snap past him.,Lanterns began to float above her.,Papers began to drift across them.,Bubbles began to rise beside us.,Sparks began to fly around me.,Petals began to swirl beneath him.,Snowflakes began to fall behind you.,Feathers began to glide over Dave.,Leaves began to scatter near Anna.,Coins began to roll toward Sam.,Stones began to skip beyond Lee.
94,"Business in Silverburn Shopping Centre, Glasgow.","Tourism at Golden Gate Bridge, San Francisco.","Traffic on Interstate Ninety-Five, Miami.","Construction at Riverside Industrial Park, Leeds.","Harvesting across Northern Wheat Belt, Saskatchewan.","Festivities around Central Plaza Square, Seville.","Mining near Red Rock Canyon, Nevada.","Shipping through Baltic Sea Port, Gdańsk.","Skiing along Powder Mountain Resort, Vermont.","Fishing within Kodiak Wildlife Reserve, Alaska.","Hiking throughout Blue Ridge Parkway, Carolina."
95,But I knowingly abuse their confidence.,Yet she deliberately exposed his weakness.,So he secretly revealed her password.,Still they openly mocked our effort.,Thus we quietly exploited their kindness.,Then you boldly challenged my authority.,Hence she subtly undermined his resolve.,Still I gladly accepted your offer.,Yet he firmly rejected her proposal.,So we eagerly embraced their vision.,Thus they gently corrected my mistake.
96,But I may be incredibly ill-advised.,But I may be incredibly well-prepared.,But she might be utterly misinformed.,But we could be totally misguided.,But he may be deeply mistaken.,But they might be wildly optimistic.,But you could be severely misled.,But I may be entirely wrong-headed.,But she might be dangerously naive.,But we could be completely deluded.,But he may be tragically misinformed.
97,"But he had a dog, yeah?","But she owned a bike, yeah?","But they rented a van, yeah?","But he adopted a fox, yeah?","But Maya borrowed a coat, yeah?","But Leo ordered a cake, yeah?","But we hired a chef, yeah?","But he carried a torch, yeah?","But Zoe painted a mural, yeah?","But he planted a rose, yeah?","But Ira fixed a drone, yeah?"
98,But her eyes betrayed the truth.,Yet his smile concealed the secret.,Still their voices revealed the answer.,But her hands exposed the flaw.,Yet his silence hid the crime.,Still the lights disclosed the path.,But the clouds foretold the storm.,Yet the papers confirmed the deal.,Still the footprints indicated the route.,But the aroma suggested the recipe.,Yet the records documented the fraud.
99,But it was a fun run.,Yet it was a loud crash.,Still it was a slow dance.,But it was a cold night.,Yet it was a sharp pain.,Still it was a long hike.,But it was a rough storm.,Yet it was a soft tune.,Still it was a bright dawn.,But it was a tough race.,Yet it was a dark tale.
100,But many U.S. customs confuse them.,Yet several French tourists amazed her.,Still few Italian recipes delighted us.,Though many Chinese rituals astonish me.,Yet several Mexican spices overwhelm him.,Still few Japanese customs surprise them.,Though many Indian spices disgust her.,Yet several Russian novels bored us.,Still few Brazilian dances exhaust me.,Though many Kenyan songs inspire him.,Yet several Korean films shocked them.
101,But monopolies have been regulated before.,Yet galaxies have been observed closely.,Yet manuscripts have been preserved carefully.,Yet volcanoes have been monitored quietly.,Yet symphonies have been recorded professionally.,Yet manuscripts have been translated accurately.,Yet fossils have been collected systematically.,Yet satellites have been launched successfully.,Yet treaties have been negotiated secretly.,Yet sculptures have been restored painstakingly.,Yet algorithms have been tested extensively.
102,But nothing like those stomach cramps.,But nothing like those thunder storms.,But nothing like those traffic jams.,But nothing like those migraine headaches.,But nothing like those power outages.,But nothing like those radio signals.,But nothing like those market crashes.,But nothing like those desert mirages.,But nothing like those violin solos.,But nothing like those pollen clouds.,But nothing like those glacier cracks.
103,"But please, not Mr. Boutros-Ghali again.","But please, not Ms. Delacroix again.","But please, not Captain O'Malley again.","But please, not Professor Nakamura again.","But please, not Senator Whitmore again.","But please, not Doctor Al-Rashid again.","But please, not Judge McAllister again.","But please, not Ambassador Petrov again.","But please, not Inspector Bennett again.","But please, not Chancellor Mueller again.","But please, not Colonel Echevarría again."
104,But that argument isn't always convincing.,Yet that theory isn't always persuasive.,Still that claim isn't always compelling.,Though that rumor isn't always trustworthy.,Even that excuse isn't always acceptable.,Yet that promise isn't always reliable.,Still that method isn't always effective.,Though that story isn't always accurate.,Even that bargain isn't always worthwhile.,Yet that pattern isn't always predictable.,Still that remedy isn't always sufficient.
105,But that could cause another problem:,Yet this might spark another conflict.,"Still, that may trigger another crisis.",But this could provoke another dispute.,Yet those might launch another scandal.,"Still, these could ignite another dilemma.",But that might stir another controversy.,Yet this could unleash another headache.,"Still, those may prompt another setback.",But these might fuel another obstacle.,Yet that could breed another outrage.
106,But that is a minor factor.,Yet this is a major problem.,Still those are tiny details.,But here is a crucial warning.,Yet that was a brief moment.,Still these are vague promises.,But there is a hidden danger.,Yet then was a golden era.,Still today is a quiet morning.,But tomorrow is a busy schedule.,Yet yesterday was a wild party.
107,But the job with the blacksmith?,But the trip with the librarian?,But the deal with the florist?,But the hike with the sculptor?,But the pact with the sailor?,But the quest with the baker?,But the gig with the plumber?,But the cruise with the painter?,But the scheme with the dancer?,But the race with the tailor?,But the flight with the farmer?
108,But then again he could be!,But then again she might win!,But then again they will leave!,But then again it should melt!,But then again he may fail!,But then again we can try!,But then again Tom would laugh!,But then again the dog might bite!,But then again the car could stall!,But then again the cake may fall!,But then again the car should start!
109,But then somehow I stopped myself.,But then suddenly I caught myself.,But then gradually I composed myself.,But then unexpectedly I restrained myself.,But then finally I gathered myself.,But then quietly I steadied myself.,But then instinctively I shielded myself.,But then somehow I surprised my sister.,But then nervously I hid myself.,But then firmly I grounded myself.,But then briefly I lost myself.
110,But two groups are in confrontation.,Yet three teams are in negotiation.,Still four bands are in competition.,Though five crews are in collaboration.,Even six firms are in litigation.,Yet seven clubs are in celebration.,Still eight squads are in rotation.,Though nine casts are in rehearsal.,Even ten pairs are in separation.,Yet eleven troops are in formation.,Still twelve fleets are in migration.
111,Can I wear a long dress?,Can I bake a small pie?,Can I drive a red truck?,Can I adopt a shy rabbit?,Can I borrow a thick book?,Can I plant a young tree?,Can I fix a broken chair?,Can I order a cold drink?,Can I paint a wide fence?,Can I adopt a stray kitten?,Can I carve a soft pumpkin?
