sentence_idx,original_sentence,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
66,Approaching shore their masts appeared first.,Their masts were the first things that showed up as they neared the coastline.,It was the masts that became visible first when they drew close to land.,The first sight of them as they approached the beach was their masts.,"There was a moment when, nearing the shore, their masts came into view first.","As the coastline got closer, what appeared initially were their masts.",The approach to land was marked first by the emergence of their masts.,Their drawing near to the beach caused the masts to be seen before anything else.,What showed up ahead of everything else were their masts while they closed in on the shore.,The initial visibility of their masts occurred during their approach to the shoreline.,"Nearer to land, it was their masts that surfaced in sight before the rest."
67,Are they going to expel her?,Is her dismissal from the institution imminent?,Will she be forced to leave the school by them?,It is she whom they intend to remove from the academy.,There are plans for her ejection from the educational facility.,"Her expulsion from the institute, is it happening?",Are the authorities about to terminate her enrollment?,She faces potential ousting from the learning establishment.,Is the academy preparing to show her the door?,Their intention involves her permanent departure from the college.,Will the administration's decision result in her removal?
68,Are you ready for an exploration?,Is an expedition something you’re prepared for?,"PARAPHRASE:  
Do you feel prepared to start exploring?

SYNTACTIC_ALTERNATIVE:  
Is she willing to accept the invitation?",It’s you who must be set for a journey.,A trek awaits; are you geared up?,There’s a pending venture—are you equipped?,"Paraphrase: Do you feel prepared to start exploring?

Syntactic alternative: Is the cake ready for a celebration?",An outing lies ahead; are you primed?,"PARAPHRASE:  
Do you feel prepared to embark on an adventure?

SYNTACTIC_ALTERNATIVE:  
Is she famous for a celebration?","For an upcoming safari, are you poised?",A forthcoming excursion demands your readiness; do you meet it?
69,Armed security guards arrived in force.,A large contingent of weapon-carrying protectors showed up.,It was a sizable group of rifle-toting sentries that appeared.,There arrived a swarm of pistol-bearing watchmen en masse.,A mass turnout of firearm-equipped custodians materialized.,What rolled in was a throng of holstered defenders.,The appearance of a host of gun-toting guardians occurred.,Numerous blade- and gun-wielding wardens were witnessed arriving.,A large contingent of armed sentinels showed up.,They came in droves—those revolver-packing security officers.,The scene saw the advent of a platoon of armed minders.
70,Arrange both windows as you like.,Position the pair of panes however you prefer.,It is up to you to set the twin frames in whatever way pleases you.,There are two sashes that should be placed to your liking.,How you choose to align the duo of panes is your call.,Let both panes be arranged according to your taste.,Your preference determines the placement of the twin windows.,The twin openings ought to be organized as you fancy.,What needs doing is the ordering of the two panes to suit yourself.,Position the two windows however you prefer.,"As you wish, so should the double panes be positioned."
71,As for the real deal: taxes.,The genuine issue is taxation.,What truly matters are levies.,It’s imposts that constitute the authentic concern.,There exists no topic more authentic than revenue collection.,Revenue duties—those are the actual subject.,The bona fide matter happens to be fiscal charges.,"Speaking of what’s legitimate, we’re talking contributions to the treasury.",The authentic point at hand involves governmental dues.,"As far as the substantive question goes, it’s impost collection.",Fiscal levies represent the real topic.
72,As if that would impress anyone.,Nobody would be impressed by something like that.,"PARAPHRASE: Yeah, that’s really going to wow them.",That sort of thing wouldn’t awe a soul.,There’s no chance such a stunt would dazzle anybody.,As though anyone could possibly be awestruck by that.,Who on earth would be swayed by a thing like that?,Like anyone would be impressed by that.,The notion that this could impress a single person is absurd.,Like anyone might actually be blown away by such an act.,Hardly anybody would regard that with admiration.
73,As with ectopic division and apoptosis.,Ectopic division and apoptosis exhibit the same pattern.,The pattern is shared by ectopic division and apoptosis.,It is ectopic division and apoptosis that display this similarity.,There exists a parallel between ectopic division and apoptosis.,"Ectopic division, along with apoptosis, follows an identical trend.",Apoptosis mirrors ectopic division in this respect.,A comparable dynamic characterizes both ectopic division and apoptosis.,"What ectopic division does, apoptosis does likewise.",This behavior is duplicated in ectopic division and apoptosis.,Ectopic division and apoptosis are marked by an equivalent phenomenon.
74,Asked her question and did nothing.,She posed her inquiry and took no action.,"Her query was posed, yet no step was taken.","It was her question that she asked, doing nothing more.",There was a moment when she voiced her doubt and remained inactive.,"After raising her concern, she stayed completely passive.",What she did was ask her question and remain unresponsive.,No move followed once she had uttered her query.,The posing of her question happened; action did not.,"She uttered her doubt, but inertia prevailed.","Remaining idle, she still managed to voice her question."
75,"At least three, maybe four kids.",There are no fewer than three and possibly four youngsters.,"Three minors, perhaps even four, are present.",It is three—maybe four—children that we have.,"A trio, conceivably a quartet, of juveniles is involved.",No less than three and up to four minors are counted.,"What we’ve got is three, possibly four, kids.","The number of youngsters reaches three, maybe four.","Three juveniles, if not four, are on the scene.","A count shows three minors, perhaps four.","Minors present total three, potentially four."
